,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,mood
67967,67967,12VpUDWl8YJmLiOurn081M,Ñejo & Dalmata,Halloween 2022 Perreo Vol. 4,Sexo En La Playa,0,218440,False,0.796,0.712,5,-7.097,1,0.0491,0.359,1.17e-05,0.374,0.622,94.013,4,latin,Happy
51873,51873,5Re7Mp8Bh2ldBx61DSxU0M,Lizzo,Pop Brandneu,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop,Happy
51874,51874,3GsoBB4uaelq6s6dqqsCY8,Lizzo,I'm Blue - Hits of 2022,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop,Happy
51875,51875,7u2UKrIjIYCd0EzNfwB8am,Lizzo,Your Perfect Soundtrack,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop,Happy
51876,51876,2JabszmDYl2x7B7blqtp8l,Burna Boy;Ed Sheeran,Give You Love - Cozy Hits,For My Hand,0,159123,False,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,hip-hop,Happy
51879,51879,2ro1sG8VxOVYfYiRHrZ5CD,Lizzo,All Bops,Grrrls,0,121112,True,0.889,0.449,0,-7.63,1,0.293,0.0313,0.0,0.0581,0.911,137.941,4,hip-hop,Happy
51881,51881,41rBqFWkqhp4q36QjFh1gZ,Lizzo,New Pop Classics,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop,Happy
51883,51883,3C6ST7yv6lmAH0sJEoGmJC,Burna Boy;Ed Sheeran,Totally Rap,For My Hand,0,159123,False,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,hip-hop,Happy
51884,51884,2dHckwsT6KYp6qZ3KJ4Ad8,Burna Boy;Ed Sheeran,New Rap 20s,For My Hand,0,159123,False,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,hip-hop,Happy
51886,51886,57gHJpELHEZjwbgnkAV90t,Lizzo,The Look - R&B Feels,Special,0,174398,True,0.517,0.707,7,-5.474,1,0.0693,0.0164,0.0,0.453,0.264,82.859,4,hip-hop,Energetic
51887,51887,6KiJfaB46RRyMIeUqGXFnD,Lizzo,New RnB,Special,0,174398,True,0.517,0.707,7,-5.474,1,0.0693,0.0164,0.0,0.453,0.264,82.859,4,hip-hop,Energetic
51888,51888,2aLYrP0XD71F6Sm5Tw2jti,Lizzo,Baddest of Them All,2 Be Loved (Am I Ready),0,187107,False,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,4,hip-hop,Happy
51889,51889,0tQKvBZqORIswhzItsLXlt,Lizzo;DaBaby,The Hype,Truth Hurts - DaBaby Remix,0,197610,True,0.706,0.627,4,-2.94,0,0.202,0.193,0.0,0.126,0.38,158.041,4,hip-hop,Energetic
51891,51891,6Pg9qh5K2Gi7zeoSUUy1F5,Lizzo,Daily Pop Mix,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop,Happy
51893,51893,1DAxXOny3bze31Slf2DjHe,Burna Boy,Hip Hop Slow Jamz,Rock Your Body,0,221228,False,0.801,0.623,0,-7.861,1,0.0982,0.107,0.00393,0.0853,0.801,104.982,4,hip-hop,Happy
51895,51895,7AvznBJ8YXUMZ8rPTukUAJ,Lizzo,Good Enough - Easy Pop,Truth Hurts,0,173325,True,0.715,0.622,4,-3.046,0,0.111,0.11,0.0,0.123,0.407,158.088,4,hip-hop,Energetic
51896,51896,6d9PUQV8z4XFFot8HVlrBY,Lizzo,Upbeat Pop,2 Be Loved (Am I Ready),0,187107,False,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,4,hip-hop,Happy
51897,51897,027A615jcOJgvezFn8kok4,Lizzo;Pink Panda,10's Dance Classics,Boys - Pink Panda Remix,0,143095,False,0.853,0.938,6,-4.908,1,0.0955,0.0369,0.00113,0.545,0.848,126.008,4,hip-hop,Energetic
51871,51871,13VcHnE3q5TRU5ig2FcbOP,Burna Boy;Ed Sheeran,"#Multiverse, If the Multiverse Is Real",For My Hand,0,159123,False,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,hip-hop,Happy
51869,51869,1H27Qrf4EHkDvNQ61OuzZn,Lizzo,Hits à suivre 2022,Grrrls,0,121112,True,0.889,0.449,0,-7.63,1,0.293,0.0313,0.0,0.0581,0.911,137.941,4,hip-hop,Happy
51843,51843,6TNotbswY14X5euD4KojgL,Lizzo,Upbeat Pop,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop,Happy
51868,51868,1Sv2Z6VjwgrJccksfO7ZeM,Lizzo,Hit After Hit,2 Be Loved (Am I Ready),0,187107,False,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,4,hip-hop,Happy
51844,51844,0Sdf3I1NiG3LH7QedbQm2t,Lizzo,Daily Pop Mix,2 Be Loved (Am I Ready),0,187107,False,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,4,hip-hop,Happy
51845,51845,7AvznBJ8YXUMZ8rPTukUAJ,Lizzo,Good Enough - Easy Pop,Truth Hurts,0,173325,True,0.715,0.622,4,-3.046,0,0.111,0.11,0.0,0.123,0.407,158.088,4,hip-hop,Energetic
51846,51846,6d9PUQV8z4XFFot8HVlrBY,Lizzo,Upbeat Pop,2 Be Loved (Am I Ready),0,187107,False,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,4,hip-hop,Happy
51847,51847,6esWpLeWER7pR9XLFmAE8Q,Lizzo;DaBaby,Totally Rap,Truth Hurts - DaBaby Remix,0,197610,True,0.706,0.627,4,-2.94,0,0.202,0.193,0.0,0.126,0.38,158.041,4,hip-hop,Energetic
51848,51848,18Mf7Xqt0DEL8Uo8P40BQk,Lizzo;Two Stacks,Dance Dance Dance,Good as Hell - Two Stacks Remix,0,177314,False,0.512,0.854,1,-4.572,1,0.054,0.000778,0.0069,0.195,0.514,191.939,4,hip-hop,Energetic
51849,51849,3uRrymHwcED49Q4fAnJJgD,Lizzo;DaBaby,Energy Hip Hop,Truth Hurts - DaBaby Remix,0,197610,True,0.706,0.627,4,-2.94,0,0.202,0.193,0.0,0.126,0.38,158.041,4,hip-hop,Energetic
51853,51853,40pz6QQ5xwbaCZX5gK8GcQ,Burna Boy,Hits Hits Hits,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,hip-hop,Happy
51856,51856,300HJHC8ZR1r8quEn5OqwZ,Burna Boy,It's You - Fresh Hits,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,hip-hop,Happy
51857,51857,41cDKFuTigPfBWyLYQKMsO,Burna Boy,New Arrivals,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,hip-hop,Happy
51858,51858,7mRCgqF1eXVoDUpOldz9Nl,Burna Boy;Wizkid,African Heat - Afro Hits,B. D’OR,0,189800,False,0.873,0.658,4,-8.031,0,0.108,0.00858,0.0061,0.0999,0.483,104.033,4,hip-hop,Happy
51861,51861,6X6sPHhSGbxucFpSDPiH55,Burna Boy;Ed Sheeran,Hits à suivre 2022,For My Hand,0,159123,False,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,hip-hop,Happy
51862,51862,43CLNfvNyalChk97jKDiAD,Burna Boy,Evergreen,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,hip-hop,Happy
51863,51863,0ozGUAz5IE3DAWoe7C1kG2,Burna Boy,Pop Brandneu,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,hip-hop,Happy
67970,67970,1NAYDZe9CtZsQsd3qcmcly,Ñejo & Dalmata,Halloween con perreito,Hoy Me Atrevo,0,208800,False,0.844,0.841,4,-6.671,0,0.138,0.156,3.68e-05,0.0501,0.831,97.996,4,latin,Happy
51864,51864,0SiKS7N1vUscdccVcPCIHD,Lizzo,It's You - Fresh Hits,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop,Happy
51865,51865,2W1zOcEgg4RllJOarL3OKu,Lizzo,Comme un lundi,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop,Happy
51866,51866,40VbpOuUnibClBnFI4uOWb,Lizzo,Beautiful Trending Hits 2022,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop,Happy
51867,51867,1SaqHX3JGpcnngTKFnXcP3,Burna Boy,New Grooves,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,hip-hop,Happy
67969,67969,3Z5bdTJfjTvEJIzA27Jtk6,Joey Montana;Sebastian Yatra,Halloween con perreito,Suena El Dembow,0,195760,False,0.69,0.858,0,-4.431,1,0.0529,0.189,0.0,0.113,0.755,91.884,4,latin,Happy
51646,51646,1AhTJuf8NnyCcXuSiEa1HP,Snoop Dogg;Pharrell Williams,Bad Boy Club,Drop It Like It's Hot,0,266706,True,0.888,0.622,1,-3.875,1,0.213,0.16,0.0,0.101,0.664,91.977,4,hip-hop,Happy
51644,51644,0mhMSxIx2XnXCF7PDLjUGG,Ty Dolla $ign;Lil Wayne;The-Dream,Rap Ice,Love U Better,0,181872,False,0.627,0.562,10,-6.268,0,0.0364,0.0628,0.0,0.31,0.389,95.054,4,hip-hop,Happy
51472,51472,445XlOVyjyGvdrQfkQA1lg,Jack Harlow,All That Really Matters - Just Hits,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
67979,67979,4Lfod3ZkXkJBZZhw2cHKCk,Antônio Carlos Jobim,Ressaquinha,Neptune's Hep Tune,0,133506,False,0.548,0.412,5,-10.248,1,0.0333,0.807,0.934,0.127,0.325,79.512,4,latin,Calm
51524,51524,2C0Bdvg3JgpMfKlmIdO8Fl,Ty Dolla $ign,Sundown Rap,Famous,0,200987,False,0.617,0.298,6,-9.527,1,0.083,0.684,0.0,0.393,0.579,78.016,3,hip-hop,Sad
51532,51532,4xgXA4ipRmQqrrvT6ZBSRX,DaBaby,pov: it's 2019,BOP,0,159714,True,0.77,0.786,11,-3.909,1,0.368,0.189,0.0,0.129,0.837,126.764,4,hip-hop,Happy
51533,51533,2puCdLnS6sKRdbEabw4bjP,Wiz Khalifa,Ghetto Superstar - New Rap Classics,Bad Ass Bitches,0,118466,True,0.904,0.601,2,-5.561,1,0.198,0.0305,0.0,0.615,0.761,87.037,4,hip-hop,Happy
51535,51535,7ywkgsA1ESYARdGqqbundd,Wiz Khalifa;PARTYNEXTDOOR,Walk in the Park Rap,Late Night Messages,0,282740,True,0.79,0.616,10,-7.397,0,0.0983,0.0865,2.34e-05,0.22,0.312,92.967,4,hip-hop,Happy
51536,51536,6h1JK4zvCvvSHJFFVG3Vqf,DaBaby,Drippy Drippy,Ball If I Want To,0,112546,True,0.902,0.669,1,-5.049,1,0.457,0.161,0.0,0.0728,0.628,139.949,4,hip-hop,Happy
51537,51537,3NEqymGUS8TrDlaJi9HkI6,DaBaby;Roddy Ricch,pov: it's 2020,ROCKSTAR,0,181733,True,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.979,4,hip-hop,Happy
51538,51538,2dR6XZWFAfbH7jAb1r5qcE,Jack Harlow,Totally Rap,Dua Lipa,0,135053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop,Happy
51539,51539,7HZycMIpBHgDa8Re6S2UcR,Jack Harlow,New Grooves,Dua Lipa,0,135053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop,Happy
51540,51540,4lGSIRb6BlkjdudJ7T41Ai,Wiz Khalifa;Lil Skies,Rap Party,Fr Fr,0,195590,False,0.914,0.497,1,-7.488,0,0.202,0.114,2.9e-05,0.282,0.324,140.003,4,hip-hop,Happy
51541,51541,40IGDj8y6mbq3ZGYV8Zo60,Jack Harlow,Sailor on the Moon - Hot New Rap,Dua Lipa,0,135053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop,Happy
51543,51543,16fWSYYJToYWTuFL9OocdT,Kodak Black;Jeezy,Trap Masters,Feeling Like,0,228259,True,0.428,0.832,6,-3.455,1,0.338,0.303,0.0,0.142,0.157,85.594,4,hip-hop,Happy
51544,51544,1p4znbL4AT5p3qMWFLhCdJ,Jack Harlow,Energy Hip Hop,Dua Lipa,0,135053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop,Happy
51545,51545,4JlUDMr4cmVNXzk9xc1lXS,Ty Dolla $ign;Gucci Mane;Quavo,Walk in the Park Rap,Pineapple,0,218260,True,0.964,0.555,5,-6.245,0,0.0499,0.0301,0.000563,0.128,0.338,130.019,4,hip-hop,Happy
51554,51554,2z718tUE8RwkPlJ3Oc2RcW,Kodak Black,Tic Tac - Just Rap,Love & War,0,239146,True,0.762,0.649,11,-5.624,0,0.0527,0.58,1.7e-05,0.0971,0.501,145.09,4,hip-hop,Sad
51560,51560,41vUI66skZegzFHxwMkk8t,Kodak Black,Walk - Fresh Rap Flow,Walk,0,166039,True,0.817,0.512,8,-6.943,1,0.0984,0.037,0.0,0.216,0.17,130.04,4,hip-hop,Happy
51561,51561,0tPyKRyhswSCMlOfKbR4Au,Wiz Khalifa;Ty Dolla $ign,Walk in the Park Rap,Something New,0,200773,True,0.816,0.637,7,-6.602,0,0.0784,0.0918,0.0,0.0892,0.783,87.584,4,hip-hop,Happy
51562,51562,7JQJH07Mo4UQDBBVR2cKNh,Wiz Khalifa;Girl Talk,Hits Hits Hits,Big Daddy Wiz,0,131039,True,0.9,0.795,0,-5.056,1,0.073,0.107,0.00631,0.131,0.745,101.978,4,hip-hop,Happy
51563,51563,5jGbxKNLOEWZoOmVpcYbJO,Wiz Khalifa,Hip Hop Vibes,Memory Lane,0,166773,True,0.789,0.71,4,-4.574,0,0.353,0.37,0.0,0.155,0.826,95.178,4,hip-hop,Happy
51564,51564,0Rz7S7DSsiROEWR2mH5DwI,Wiz Khalifa;PARTYNEXTDOOR,Music for Rainy Days,Rain,0,153123,False,0.401,0.406,8,-7.647,1,0.0381,0.0327,0.0,0.296,0.102,187.399,4,hip-hop,Sad
51499,51499,50a2d6g5kpr3wt98Jw2Tns,Jack Harlow,Trending Pop,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
51497,51497,5w3gA8oGndl475y4xICRYF,Jack Harlow,The Hip Hop Collection,Dua Lipa,0,135053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop,Happy
51567,51567,6I2tOKBqqIUhxEVKnolGjx,Wiz Khalifa,Hip Hop & R'n'B,Memory Lane,0,166773,True,0.789,0.71,4,-4.574,0,0.353,0.37,0.0,0.155,0.826,95.178,4,hip-hop,Happy
51496,51496,15kWrrwlkBNJnTYDvyYfBS,Jack Harlow,Summer Music Festival Hits,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
94349,94349,0qkAi9dKVOwr57B5Uk284k,Fresco Trey;Einer Bankz,Sailor on the Moon - Hot New Rap,Enjoy It,0,127346,True,0.731,0.479,9,-6.438,1,0.0464,0.242,0.0,0.143,0.755,97.997,4,sad,Happy
94348,94348,2iqbpaA6pCifjcO1Lt8ffJ,Fresco Trey;Einer Bankz,Walk - Fresh Rap Flow,Enjoy It,0,127346,True,0.731,0.479,9,-6.438,1,0.0464,0.242,0.0,0.143,0.755,97.997,4,sad,Happy
94347,94347,296fgp3QY6KNmEDScgcmOA,Fresco Trey;Einer Bankz,Her - All Rap,Enjoy It,0,127346,True,0.731,0.479,9,-6.438,1,0.0464,0.242,0.0,0.143,0.755,97.997,4,sad,Happy
94346,94346,7ImEkLmFjUFnrNbPH97JWK,Fresco Trey;Einer Bankz,Tic Tac - Just Rap,Enjoy It,0,127346,True,0.731,0.479,9,-6.438,1,0.0464,0.242,0.0,0.143,0.755,97.997,4,sad,Happy
94345,94345,3wg8mzmamTbbO6gQmfB8vs,Fresco Trey;Einer Bankz,Pushin P - Top Rap,Enjoy It,0,127346,True,0.731,0.479,9,-6.438,1,0.0464,0.242,0.0,0.143,0.755,97.997,4,sad,Happy
51473,51473,3kwHHD0mE5Tv4RTMZwi3kK,Jack Harlow,For the Girls: Summer Hits,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
94343,94343,1KIsdGVK3XfhHqBLsBbEd0,Fresco Trey;Einer Bankz,Hip Hop & R'n'B,Enjoy It,0,127346,True,0.731,0.479,9,-6.438,1,0.0464,0.242,0.0,0.143,0.755,97.997,4,sad,Happy
94342,94342,3V7obDgMz5bfPbfB6sNg5U,Fresco Trey;Einer Bankz,Hip Hop Vibes,Enjoy It,0,127346,True,0.731,0.479,9,-6.438,1,0.0464,0.242,0.0,0.143,0.755,97.997,4,sad,Happy
94341,94341,1BaPytPRdogDnpv6nnqjIf,Fresco Trey,Hip Hop Slow Jamz,Need You,0,173065,True,0.718,0.596,11,-8.195,0,0.053,0.073,0.0,0.0796,0.475,87.977,4,sad,Happy
94340,94340,7KsPZpmPqvllzDSpY52Gyw,Fresco Trey,Evergreen,Need You,0,173065,True,0.718,0.596,11,-8.195,0,0.053,0.073,0.0,0.0796,0.475,87.977,4,sad,Happy
51480,51480,17TjJhR1wrGFW58aJnHpNC,Jack Harlow,Your Perfect Soundtrack,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
51481,51481,7d7whQmni6ZvmfkWE5XEAX,Jack Harlow,All Bops,Dua Lipa,0,135053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop,Happy
51482,51482,724GJE6FqTdNKMARgAr6i7,Jack Harlow,New Arrivals,Dua Lipa,0,135053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop,Happy
51489,51489,4e3Zs0VTWbGw4PmOwOZwZR,Jack Harlow,"#Multiverse, If the Multiverse Is Real",Dua Lipa,0,135053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop,Happy
51491,51491,6RdJrnkVsY7nR32bkVSIp1,Jack Harlow,Totally Rap,Nail Tech,0,206385,True,0.647,0.581,4,-7.678,0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,4,hip-hop,Happy
51492,51492,79HOkvmqDClCE9YAUApCP4,Jack Harlow,New Rap 20s,Dua Lipa,0,135053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop,Happy
51493,51493,0d4mAx3fJvSJQPkREvjMDT,Jack Harlow,Gaming Songs 2022: Hard Mode,Dua Lipa,0,135053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop,Happy
51494,51494,6TgqGNKs3qOO3Cpj7fJi40,Jack Harlow,Walk - Fresh Rap Flow,Dua Lipa,0,135053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop,Happy
51495,51495,10Hx18HoNVjnsBKwQIH9eX,Jack Harlow,Hiphopowe nowości,Dua Lipa,0,135053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop,Happy
51565,51565,5QNFpjUpjZ2X9YgzIdDDhy,Wiz Khalifa;Swae Lee,Hip Hop Slow Jamz,Hopeless Romantic,0,226742,True,0.877,0.477,9,-7.379,0,0.0589,0.307,0.0,0.0929,0.552,127.026,4,hip-hop,Happy
51568,51568,0EvlAy9hx3kbnqfgg8VX7z,Kodak Black,Hip Hop Slow Jamz,Skrt,0,224864,True,0.901,0.352,2,-10.038,1,0.0915,0.585,0.0,0.122,0.199,111.065,4,hip-hop,Sad
67975,67975,7de3XY2dWCowu7j5NxO2PV,Ñejo & Dalmata,Perreo Tenebroso Vol. 2,Pasarela,0,227466,False,0.798,0.821,7,-6.143,1,0.0596,0.0985,5.84e-06,0.178,0.526,95.004,4,latin,Happy
51594,51594,6Rnmu3xQeJMVc6OvACEBES,Wiz Khalifa,Summer Music Festival Hits,Iced Out Necklace,0,155760,True,0.898,0.744,2,-4.524,1,0.0931,0.000253,0.0,0.268,0.299,147.991,4,hip-hop,Energetic
51596,51596,2NEhxLuoy6tKtLhm7D6Sp0,Wiz Khalifa,Energy Hip Hop,Bad Ass Bitches,0,118466,True,0.904,0.601,2,-5.561,1,0.198,0.0305,0.0,0.615,0.761,87.037,4,hip-hop,Happy
51597,51597,53zYfvOxlsHZv89MmpY1D5,Kodak Black;Lil Wayne,Gaming Songs 2022: Hard Mode,Codeine Dreaming,0,264531,True,0.736,0.604,1,-7.357,0,0.222,0.0654,6.43e-05,0.124,0.574,155.004,4,hip-hop,Happy
51598,51598,0FtOxBrDP67usYNbqOuy7T,Wiz Khalifa;Charlie Puth,On Chill - Rap & RnB,See You Again,0,229525,False,0.69,0.48,10,-7.503,1,0.0816,0.369,0.0,0.0649,0.286,80.025,4,hip-hop,Sad
51599,51599,3jOdjEVdD0mbsGWhpemZBG,Kodak Black;John Wicks;Jackboy,Tic Tac - Just Rap,Me and Klik,0,205711,True,0.709,0.733,1,-4.051,1,0.0782,0.164,0.0,0.113,0.212,140.006,4,hip-hop,Energetic
67978,67978,7MbfpPG4oVcnyIulMKBkCK,Charly García,Rock x siempre,Ojos De Video Tape,0,217853,False,0.477,0.459,5,-10.214,1,0.0261,0.715,0.000742,0.228,0.326,105.541,4,latin,Sad
51625,51625,1QhGycrwJKEOBKeVFOEPak,Ty Dolla $ign;Post Malone,New Rap 20s,Spicy,0,143375,True,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993,4,hip-hop,Sad
94249,94249,038N1pDTNC5oOF9Vzk8fkv,"nothing,nowhere.",All Out Alternative,pretend,0,179690,False,0.533,0.838,1,-5.625,0,0.0837,0.0251,0.0,0.318,0.722,80.049,4,sad,Happy
94247,94247,57fhqwIkHMUIzcvqODgf4l,"nothing,nowhere.",Here to Forever - All New Indie,pretend,0,179690,False,0.533,0.838,1,-5.625,0,0.0837,0.0251,0.0,0.318,0.722,80.049,4,sad,Happy
51627,51627,5JzX4z7nOrstlzGbwd1hOJ,Ty Dolla $ign;Post Malone,Tic Tac - Just Rap,Spicy,0,143375,True,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993,4,hip-hop,Sad
51628,51628,06vqoU6oPRPPkILm8tyBRo,Ty Dolla $ign;The Weeknd;Wiz Khalifa;DJ Mustard,On Chill - Rap & RnB,Or Nah - Remix,0,242983,True,0.804,0.329,1,-8.711,0,0.101,0.22,0.0,0.105,0.214,121.969,4,hip-hop,Sad
67977,67977,6LWepMWC3vBmDXeX5X4IYk,Cami,Modo trabajación,Querida Rosa,0,176106,False,0.618,0.334,2,-8.498,1,0.0338,0.85,0.0,0.103,0.383,139.784,3,latin,Sad
51629,51629,1PyLgsWqPsYyce2sAYOo7c,Ty Dolla $ign;Kehlani,New RnB,Universe,0,220138,False,0.596,0.473,9,-9.381,0,0.218,0.0273,0.0,0.203,0.365,157.0,4,hip-hop,Happy
51630,51630,7LMWOSOTxSMxABmkpG2YK3,Ty Dolla $ign;Post Malone,New Rap Icons,Spicy,0,143375,False,0.785,0.523,7,-5.853,1,0.0489,0.144,0.0,0.117,0.134,100.002,4,hip-hop,Sad
51634,51634,3ym8ZuRQtZ7rSEbXkT3eJE,Ty Dolla $ign;Jhené Aiko;Mustard,20's R'n'B,By Yourself,0,148927,True,0.771,0.526,1,-6.844,1,0.0718,0.0804,0.0,0.663,0.182,104.036,4,hip-hop,Happy
51636,51636,3G1o1dkJIyY38yfiVDkwNP,Ty Dolla $ign;Kanye West;FKA twigs;Skrillex,20's R'n'B,Ego Death,0,231618,False,0.818,0.598,10,-5.948,0,0.113,0.0573,1.32e-06,0.634,0.331,111.052,4,hip-hop,Happy
51638,51638,6SBiO0ai9ntitAxZvyqpsw,Ty Dolla $ign;Kanye West;FKA twigs;Skrillex,Totally Rap,Ego Death,0,231618,False,0.818,0.598,10,-5.948,0,0.113,0.0573,1.32e-06,0.634,0.331,111.052,4,hip-hop,Happy
51640,51640,52SEeWxiAu87QWWA72Fip8,Kodak Black;XXXTENTACION,New Rap 20s,Roll in Peace,0,213132,True,0.746,0.522,10,-6.807,0,0.248,0.0306,0.0,0.2,0.361,140.051,4,hip-hop,Happy
51641,51641,5oibpY8nzNR2uCPKMzLeK0,Kodak Black,Walk in the Park Rap,Calling My Spirit,0,152000,False,0.918,0.362,1,-9.943,1,0.0905,0.116,0.0,0.263,0.744,120.007,4,hip-hop,Happy
51642,51642,2xE3KRNQc2AGpV95NsvGfg,Kodak Black,Contemporary Hip Hop,Super Gremlin,0,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop,Happy
51595,51595,3w7JADbLdKE1Qta6aH0SC6,Wiz Khalifa;Snoop Dogg,R'n'B Studying,Penthouse,0,200437,True,0.878,0.723,10,-6.66,0,0.0599,0.145,0.0,0.708,0.534,119.04,4,hip-hop,Happy
51593,51593,6rJNWcdEfyBJuy1X2bENL7,Kodak Black,Hip Hop & R'n'B,Usain Boo,0,186677,True,0.782,0.669,1,-4.58,1,0.213,0.0733,0.0,0.111,0.598,143.992,4,hip-hop,Happy
51569,51569,4JLeg2RgRkPg5Y4BLWwQjn,Kodak Black,Totally Rap,Super Gremlin,0,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop,Happy
51592,51592,6fCuXxMlr6Wz0MzQgtQLgd,Wiz Khalifa,Hiphopowe nowości,Bad Ass Bitches,0,118466,True,0.904,0.601,2,-5.561,1,0.198,0.0305,0.0,0.615,0.761,87.037,4,hip-hop,Happy
51570,51570,5RgN2LdqCGnxztU1cTNJjf,Kodak Black,New Rap 20s,Super Gremlin,0,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop,Happy
51571,51571,2ajQyTRxBRbPLaMmnO1SHj,Kodak Black;XXXTENTACION,Rap Party,Roll in Peace,0,213132,True,0.746,0.522,10,-6.807,0,0.248,0.0306,0.0,0.2,0.361,140.051,4,hip-hop,Happy
